id,show_id,title,content
30008fb063,s2478,活在束縛中：重獲自由,在一位神秘大亨的指導下，一位雄心勃勃的年輕男子面臨著危機，當他在權力上升時，深陷神秘學之中。
2c45fafbf9,s2479,謙虛的英雄：Ponoc短片劇場,兩個在海底自力生存的兄妹。一個嚴重蛋過敏的男孩。一個對其他人來說是隱形的男人。三個短動畫故事。
5448680041,s2480,情侶迷案,當一對正在快速走向離婚的夫妻意外地卷入一起謀殺案時，他們展開一場瘋狂的追殺之旅，以尋找兇手並洗清自己的名譽。
f59530b314,s2481,頭文字D:帕克小子：動畫系列,新斯科舍省最喜歡的惡棍們一直都是非常可疑的。現在，在第12季結局之後，這些男孩們變成了完全的卡通人物。
263d8a3e4a,s2482,愛情保鮮戰,多年來一直對高中暗戀對象念念不忘的年輕人，盡力想擺脫朋友區的束縛，直到她透露她要結婚了。
bf937d418f,s2483,再見倫敦,在這部諷刺戲劇中，一位富有的科威特商人前往倫敦尋求樂趣，遇到了一群古怪的角色。
65b5516908,s2484,五十歲的少年,一名已婚50歲醫生的生活在他愛上一位年輕女子並開始表現得像個青少年後變得一團混亂。
140cf37b78,s2485,禁閉少女,一位鳳凰男相信他必須先把他三個問題女兒嫁出去，然後才能追求他真正的目標，娶他的秘密愛人。
938c455cc1,s2486,女人向上,一群最好的朋友——一個悠閒的單身女子、一個熱情的媽媽和一個完美主義的女友——試著為他們的伴侶增添激情。
ee66a0b82f,s2487,神秘小酒吧,一位擁有獨特能力的年輕男子開始在一家有幾個世紀歷史的酒吧老闆那裡工作，老闆進入顧客的夢境，解決他們的情感困擾。
70eb5d1df3,s2488,不再是孩子们,希望阻止父親和他的情婦離開城市，四個喧鬧的兄弟姊妹採取荒謬的措施來阻止他。
c4a449426c,s2489,蜜月的日子,在20世紀初埃及，女性遭到搶劫和謀殺的目標，警方追捕嫌疑犯，最終導致兩個神秘的姐妹。故事取材自真實事件。
614b4f8b05,s2490,說僕的人,在逃跑時，賽義德開始在一個富裕家庭做家僕，該家庭的離婚女兒請求他幫助進行結婚計劃。
16970d7fc5,s2491,已婚夫妻,來自不同階級的一對年輕夫妻，他們努力尋找他們自己心目中幸福婚姻的模樣，當兩人都渴望離開過去的生活時。
69c95d7bb0,s2492,淘氣學校,一位高中老師自願將五個惡名昭彰的不良學生改造成模範生，卻產生了意想不到的結果。
844461e54d,s2493,沒有看到任何事情的目擊者,在警方的壓力下，一名兒童節目主持人被迫作為目擊證人出庭作證鄰居的謀殺案。審判結束後，他開始扮演新的角色。
096b37574a,s2494,錨定寶寶,一對居住在美國的尼日利亞夫婦違抗驅逐出境命令，希望為他們未出生的孩子爭取公民身份，面臨著痛苦的後果。
f9cfa42215,s2495,班普拉特 從Radio City Music Hall現場直播,在擁有完整樂隊和機智幽默的支持下，演員本‧普拉特在舞台上打開了一本非常個人的歌曲集——這些歌曲取自他的首張專輯《Sing to Me Instead》。
f696bb7bcf,s2496,足球一級聯賽20年特輯,重溫這個特別節目中對著名電視節目“Fútbol de Primera”過去二十年中的情感激烈和難忘瞬間。
0344528383,s2497,誘捕甜蜜,一名對倫敦一無所知、渴望融入的少年嘗試適應，卻意外捲入了殘酷的黑幫暴力世界。
f0ee284e4f,s2498,我會跟隨,在姑姑去世後感到傷心欲絕的梅伊搬出了他們共同居住的家，並克服了自己的悲傷，然而她在其他悼念者的善意中找到了安慰。
a0bcf462a1,s2499,工蜂的叛變,在奧馬爾的祖父強迫他在墨西哥城的一家科技公司找工作時，他遇到了一群古怪的九到五工作族和一些宿敵。
d4ddfd22d5,s2500,女王與征服者,數年後，西班牙征服者佩德羅·德·埃雷迪亞背叛了她的人民並讓她心碎，原住民女子卡塔琳娜重新進入他的生活，以報復。
a9e95c492a,s2501,當機會來敲門,當兩個不太可能的朋友逃學時，意外的相遇和超凡事件讓他們的一天成為一場充滿奇幻的成長之旅。
e8fe17db59,s2502,不是我就是我阿姨,一位音樂家向女友求婚被她母親拒絕，而母親對於魔法的喜好開始更加干擾他們的關係。
029d2b8330,s2503,逃離特拉維夫,在丈夫透露他是一名以色列摩薩德臥底特工後，一名埃及女子和他們的孩子被帶到以色列，引發了一場緊急的救援任務。
b3704ea029,s2504,遊戲結束,一名女子最終在同一家夜店工作，和她不喜歡的兒子女友一起工作，並試圖破壞他們的關係。
122431e7f3,s2505,卡卡尔,一場電擊意外讓一位富有的男人受到腦部損傷，他貪財的阿姨和叔叔試圖騙他，讓他與一個假親戚結婚。
cf80123e68,s2506,我的睡著情人,在經歷了催眠之後，Ramez終於遇見了他夢寐以求的女人，但他對她外表的想像和現實並不完全吻合。
32e470e44d,s2507,歐瑪與莎瑪 2,現在，父母奧瑪和莎瑪在度蜜月結束後，養育兩個孩子並保持愛情時遇到了一些障礙。
d364d15b8f,s2508,帕頓·奧斯瓦特：我愛一切,在這部單口喜劇特別節目中，帕頓·奧斯瓦特迎來了五十歲生日，重新找到愛情，購買了一間房子，並在丹尼的餐廳體驗到存在恐懼。生活對帕頓·奧斯瓦特來說來得太快了。
a98c4f4a56,s2509,甜蜜瑪格麗特,終身好友瑪迪、海倫和黛娜蘇在南方小鎮Serenity互相扶持，共同應對感情、家庭和事業。
83cff222f5,s2510,泰瑞克的處境,在老闆要求下，一名手機銷售員被要求分享一名女性的個人資訊，卻意外地愛上了他盜取數據的對象。
45d981d48d,s2511,海灘閒人,一位婚禮歌手和他的朋友們試圖證明他無辜，因為他被指控謀殺，這種情況威脅著他自己的結婚計劃。
dff6d551c5,s2512,騎自行車的女孩,一個堅持的10歲女孩希望得到一輛新自行車，這樣她就可以在比賽中打敗她的朋友（一個男孩）。但是要想得到一輛自行車，她需要一些巧思。
0612b89704,s2513,紮基·陳,一位能力不足的年輕男子在被聘為富家女孩的保鏢後，面臨了艱鉅的任務，要阻止她與父親不贊成的男友交往。
3e9d6dd967,s2514,黑暗中的光芒,一次可怕的家中入侵事件打破了一對夫妻幸福的家庭生活，並帶來了婚姻的危機，隨之而來的痛苦影響不斷擴大。
0bc8842211,s2515,花卉大對決,十對花藝師、雕塑家和園藝設計師在友好的花卉之戰中展開競爭，看誰能建造出最大、最大膽的花園雕塑。
e3aa3ec7c5,s2516,《川普政治秀》,每逢星期日，Hasan Minhaj在他獨特的喜劇系列中，為全球新聞、政治和文化帶來一個深刻而微妙的觀點。
075af866a1,s2517,終結者,一名被冤枉的男子在這部動作喜劇中被一名執著的調查員追捕，劇情包含了汽車追逐、黑色幽默，以及不少吸血鬼。
98fe43f5e3,s2518,流星花園,柔弱的高中女孩珍狄挺身而出，最後愛上一個屬於學校最有權勢圈子的富家子弟。
558c09642f,s2519,絨色女兵,兩位朋友的生活永遠改變了，當他們被一個負責保護國家免受外國威脅的組織招募時。
5db44ebcc0,s2520,摩登原始神鬼奇航,兩個兄妹卡塔拉和蘇卡從長久的冬眠中喚醒了年輕的昂，得知他是一名化身者，擁有能夠打敗邪惡的火族的氣功能力。
456c2d9e38,s2521,無人的天堂,從長期的怨恨到深埋的秘密，一場早就該發生的家庭團聚因為家族母親做出一個令人不安的發現而爆發出劇情。
cad52b6b21,s2522,我愛你，笨蛋,馬可斯被女友甩掉後，他試圖在一位童年好友和網路導師的幫助下，重新塑造自己，成為一個現代男士。
d0d802aaca,s2523,非人力資源,阿蘭·德朗布爾失業，已經57歲了，被一個誘人的工作機會吸引。但當他意識到自己只是殘酷公司遊戲中的一個棋子時，事情變得很糟糕。
39305cfd41,s2524,女秘書,一位能力非凡的女性擔任國務卿後，她在世界政治和家庭需求之間努力尋求平衡。
134e410f85,s2525,魔幻人生,從在街上困惑人們到策劃精心設計的戲法，賈斯汀·威爾曼將善良的魔術與成人笑話融合在一起。
640cc4bd5a,s2526,寄生獸: 寄生源泉,一名十代少年在Migi的幫助下，對抗來自太空的寄生蟲入侵，Migi是一種溫順的寄生生物，它接管了他的右手。
a7e7f7733f,s2527,超能公主席拉與力量公主,士兵阿朵拉發現了一把魔法劍 - 以及她作為傳奇英雄希拉的身份。她加入了反抗軍，但她最好的朋友留在邪惡的部落。
6c435806a9,s2528,失眠社會：兩個枕頭與一個迷失的靈魂,一位即將與虐待她的丈夫離婚的勵志演講者，一早從狂歡派對中醒來，竟發現一具死者。
aee0fd5fe5,s2529,陌生人住進地獄,一位志向成為犯罪小說作家的男子，在搬進一棟住滿可疑鄰居的公寓後，不愉快的事件干擾了他的生活。
7c52c81aab,s2530,活搖活搖歌舞團,《The Wiggles》是一個為學齡前兒童設計的頂尖樂團，他們以生動的音樂、簡單的舞蹈和奇幻的冒險為孩子們帶來娛樂。
189147de35,s2531,白線追兇,佐伊·沃克放下她的平靜生活，前往伊比薩島調查她哥哥的失蹤，卻很快陷入堕落和危險的境地。
59d8dba57f,s2532,翻譯結果：迪蘭1990,在一所萬隆的高中裡，迷人又叛逆的迪蘭爭奪著害羞的新生米蕾雅的芳心。
20095a2266,s2533,翻譯結果為：迪蘭1991,Dilan參與摩托車幫會對他與Milea的關係構成威脅，而Milea的遠房親戚從比利時回來。
84ed3802c3,s2534,阿穆瑞的影迷,受到自己偶像奧馬爾·阿卜杜勒拉赫曼的啟發，一個年輕男孩在追逐成為職業足球運動員的夢想途中克服重重障礙。
8ea5d6d3eb,s2535,浪漫殺手,多年前警察的一次遭遇使他與戀人分開，一名憤怒的年輕人展開了殺戮，而一名同樣報復心切的警察則緊追不捨。
427901707a,s2536,對手,在和犯罪父親一起生活後，兩個走上不同道路的兄弟，當一個迷人的女人進入他們的生活時，他們將直接相撞。
92f402359d,s2537,紋身的怨恨,武裝著對復仇的渴望，一名私刑者在被各種女性雇用來誘使和羞辱強姦犯之後，將正義視為自己的事業。
b89ed50cc1,s2538,外送男孩,一名少年罪犯和一名年輕的性工作者在一個夜晚上結成了不太可能的同盟，這個夜晚迫使他們面對痛苦的過去和良心危機。
6ebb0acca1,s2539,薇迪亞特卡蘭,一位具有社會良知的電影導演在面臨眾多障礙時努力奮鬥，包括他注重社交媒體的另一半。
39172e4789,s2540,鮮血之火,黛倫·莫漢·格雷（Dylan Mohan Gray）檢視非洲愛滋病危機，以及活動人士與製藥公司爭取使救命的愛滋病毒藥物更加負擔得起的過程。
b6428ce1ee,s2541,錯誤的錯誤小姐,提姆認為他邀請了他夢寐以求的女人參加在夏威夷的工作度假，但他太遲才意識到他錯誤地發送了簡訊給一個來自惡夢相親的人。
2594e1a155,s2542,阿里與阿莉雅,毒品和成癮危及兩位童年情侶的愛情和生命，他們努力生存於充滿風險的世界。
05667afa8f,s2543,真實：精彩故事,透過故事紡織者的魔法，True 和她的朋友們創作了自己的版本的匹諾曹、小紅帽和其他經典故事。
bb785783c2,s2544,紐約甜心基姆米：基姆米對抗牧師,這是一部互動式的金米特別篇！金米要結婚了，但她必須先挫敗教士的邪惡陰謀。現在輪到你了：她應該下一步該怎麼做？
a13bd53e49,s2545,重返未來,受夠了父母不斷的爭吵，一名年輕人回到過去，目睹他們戀情的開始，並計劃讓他們幸福地結婚。
9a6df0a324,s2546,顛倒人生,身無分文、對未來毫無計劃的兩個年輕男子發現一位驚人的女繼承人就住在附近，他們試圖討她歡心並娶她。
0576f41661,s2547,邊境小鎮,一位有天賦的偵探接受了一份在小鎮工作的工作，以便能夠更多時間和家人在一起。但很快他就被捲入一連串令人不安的謀殺案件之中。
b1412cc2e5,s2548,旅途愉快：迷幻之旅,探索致幻的高潮和低谷，名人們透過動畫、再現和更多方式分享有趣、令人震撼的故事，在這部紀錄片中。
b29c699c14,s2549,公眾媒體審判,在這部真實犯罪紀錄片系列中，將審判史上一些最戲劇性的審判進行了檢視，並著重探討媒體可能如何影響裁決結果。
93e705ab12,s2550,約翰‧亨利,一名改過自新的洛杉磯幫派成員打破了他平靜的新生活，當他站出來保護兩名年輕的移民免受他兇狠的前領袖的傷害。
30b48810b7,s2551,18禮物,一位懷有末期癌症的懷孕母親留下18份感人的禮物，供她未出生的女兒在每個生日收到，直到她成年。
9505fa8a76,s2552,心靈角落,一個脾氣火爆的寡婦正在尋找肇事逃逸的駕駛，他撞倒了她的丈夫，並交了一位不太像她所看起來那樣樂觀的古怪樂天派作為朋友。
6d37936dac,s2553,邊緣上的餐廳,三位飲食和設計專家環遊世界，通過讓失敗的餐廳與當地文化聯繫起來，來挽救它們，除了令人陶醉的景色。
26a3e10e1b,s2554,愛迪樂團,《巴黎爵士俱樂部》的老闆與危險的罪犯纏上了，他努力保護他的生意、他的樂隊和他的十幾歲女兒。
0b6f399379,s2555,虛空之城,三個青少年聯手尋找回家的方法，因為他們醒來時身在一個充滿魔法傳送門、複雜謎題和兇猛野獸的奇異領域中。
15d62e55ca,s2556,高空之城,杜拜居民苦心思考為何一群外星飛船會在他們的城市上空徘徊，而且和外界的一切聯繫都中斷了。
30f6114a4f,s2557,矛盾世界,在逃避攻擊者的追捕時，一名男子拼命地試圖控制他奇異的記憶，以免它們佔據他的生活和理智。
c12fb805ce,s2558,搞笑蠢動員,試圖恢復記憶的一位持剪刀的理髮師，一位搞砸的半職業刺客，不小心卷入了爭權鬥爭之中的故事。
2e28bb611c,s2559,西杜電影,在他心愛的女人離開他十四年後，一名已婚男子前往阿姆斯特丹尋找她，但必須決定自己的心究竟在哪裡。
aa5e93853c,s2560,成為自己,"加入前第一夫人米歇爾·奧巴馬（Michelle Obama）觀看一部關於她生活、希望和與他人的聯繫的親密紀錄片，當她巡迴演出""成為""時。"
fda562248a,s2561,是的，我的愛,一位被背叛的男友必須證明自己的忠誠，當他的女友突然懷疑他出軌並且和他分手。
0bae312402,s2562,傑瑞·賽因菲爾德：23小時的獵殺,傑瑞·賽因菲爾德站在紐約的舞台上，討論說話和發簡訊、糟糕的自助餐和所謂的「好」餐廳，以及波普塔特的魔力。
f3c9aeb0c7,s2563,北極狐特工队,當他偶然發現邪惡的奧托·馮·瓦爾魯斯計劃融化北極時，雄心勃勃的送貨狐狸史威堤組織了一支大杂燴的團隊來保護地球。
eae849b8f8,s2564,盧卡斯內托: 暑期露營2,盧卡斯和他的一群朋友在一個新的夏令營裡做音樂和惡作劇，他們將面對天才對手和嚴格教練的挑戰。
bbddae6662,s2565,一日正義,一位退休的前法官尋找並懲罰他在法庭上無法定罪的罪犯，激勵了一名犯罪課的警官進行調查。
2ec42b9c79,s2566,差不多快樂,塞巴斯蒂安是一位知名度不算高的廣播節目主持人，試著在這個世界上尋找自己的位置，同時還要應對他仍然愛著的前妻和兩個孩子。
cc97945d49,s2567,班尼特的戰爭,一位因健康問題退伍的士兵，試圖以不可能的方式重返摩托車賽車場，贏得足夠的獎金來拯救父親的農場。
5155a495df,s2568,死亡可以等待,在得知自己可能很快就會死去後，一名謙遜的會計師進行了一場狡猾的資金詐騙，並前往歐洲，那裡他將面臨生死存亡的情況。
2d5629043f,s2569,太空倉庫1：UFO檔案,研究人員透過解開幾十年的目擊文件中的線索，為不明飛行物的神秘和陰謀論增加了背景和清晰度。
9463c877d4,s2570,囤積者,這個真實系列深入探討了強迫囤積症患者的世界，他們對購物的沉迷不僅淹沒了他們的家，也淹沒了他們的生活。
5ea7f966ec,s2571,女飆車手,當一個叛逆的少年尋找她未知的根源時，這導致她接觸了越野賽車運動，並發現了一個她意想不到的事情。
e720cd89e0,s2572,麥克·伯比利亞：我女友的男朋友,在這個充滿坦率又風趣的旅程中，柏比格利亞努力在一個可能無法尋找到的地方找到原因：愛情。
75b672b129,s2573,陷阱,一位星級牛仔在巡迴的圈養比賽中墜入愛河，當他愛上一位堅強鎮議員的女兒時，便偏離了原本的軌道。
6fa4f4af21,s2574,守護帕克斯頓郡,一位軍事退伍軍人回家後發現她的父親受到一名警長的騷擾，後者意圖以可疑的藉口沒收他們農場上的牲畜。
1628c5a7c9,s2575,宇宙：解開古代的神秘,從天文事件到太空中的形狀和圖案，這系列影集以現代科學探索奇異而美妙的現象。
946460c013,s2576,高畫質下的第二次世界大戰,罕見的彩色影像與第一手訪談和日記片段交織在一起，讓二戰全球範圍的歷史活過來，透過當時在場的人們。
417285e909,s2577,日日夜夜,在監獄中度過一生的年輕人回顧了導致他犯罪的人、情況和制度。
0b57f0cca4,s2578,破碎的：達雷爾·漢蒙德故事,《週六夜班》明星達瑞爾·哈蒙德揭露了他童年時期遭受的極端虐待，這場創傷幾乎毀了他成年後的生活。
009882cc89,s2579,闖入者,當他從假期回來，卻發現家裡被侵佔，一名家庭男子陷入了一場衝突，情況升級到令人恐懼的高度。
525e57a526,s2580,酷車寶寶大冒險：克莉絲汀,卡森家的孩子們以柯瑞創作的舞蹈贏得了一個才藝表演比賽。但是當「克莉絲」風靡起來時，他的妹妹卻成了所有注意力的焦點。
7eb5238565,s2581,好萊塢,《戰後好萊塢》故事背景設定在二戰後的好萊塢，一群志在成為演員和電影製片人的夢想家不惜一切，努力追逐他們的娛樂圈夢想。
01bb6ed8ba,s2582,我是神話,這部迷人的紀錄片探索了電影製作人約翰沃特斯的靈感來源：國際知名的變裝巨星Divine的生活和作品。
f941ca0620,s2583,馬達加斯加：瘋狂動物園2,一次救援行動失敗，使得獅子亞歷斯和他的伙伴們被困在非洲。令人遺憾的是，亞歷斯發現自己與當地居民幾乎沒有共同點。
b90a2739f8,s2584,瑪莎與熊,活潑可愛的瑪莎住在森林附近，和曾經在馬戲團的熊成為了最好的朋友，在這裡有許多精彩的冒險故事。
3cf9f2db4e,s2585,物質,一位孝順的兒子必須向嚴厲的父親隱瞞他對喜劇表演的追求，父親期望他繼承他的商店並堅持穆斯林的信仰。
4900c661a2,s2586,美第奇家族：佛羅倫斯的主人,在他父親被謀殺之後，銀行繼承人Cosimo Medici與15世紀佛羅倫斯的反對者對抗，他們反對他的藝術、經濟和政治遠景。
fe3c0f89b5,s2587,每月少女- 野崎君,當千代發現她的心儀對象是一位著名的藝術家，他想要以他們新發展的戀情作為他浪漫漫畫的靈感來源時，藝術就像是在模仿生活。
d833677b78,s2588,夫人連續殺手,當一名醫生因一連串令人震驚的謀殺案而入獄時，他忠心的妻子決定犯下一起模仿犯罪，以證明丈夫的清白。
62e18b39bf,s2589,噢 惡心,在這部影集中，博士古怪和他古怪的實驗室同伴們使用卡通、喜劇和真人秀來探討地球上最惡心的事物背後的科學。
c8d9cc575b,s2590,心理追兇,一名視障男子試圖從一名連續殺人犯手中拯救他的愛人，而兇手令人不安的心理背後的黑暗故事也浮出水面。
56ab95d380,s2591,清算,當一名當地青少年在他們安靜的郊區社區被謀殺時，兩個父親為了保護家人不得不面對內心的惡魔。
4ce3bc9d26,s2592,我的另一半,聰明但缺錢的青少年艾莉·楚同意為一名運動型男寫情書，她沒想到會成為他的朋友，或是愛上他喜歡的人。
745bacc819,s2593,風流花花公子,班·史提勒飾演一位新婚男子，娶了一位夢幻般的女人，卻在蜜月旅行中發現她是個完全的惡夢。
9bef00b97e,s2594,湯馬士和朋友：神奇機械：新朋友到了,在索多島舉辦科技博覽會，湯馬斯和蒸汽小組面臨一連串任務，但他們能在開幕前完成交貨嗎？
4f27881ca4,s2595,湯馬士和朋友：神奇機器：未來世界,在索多島上爆發特殊示威活動期間，托馬斯和他的朋友們擔心他們將被新發明取代，直到一個任務顯示了他們的真正用處。
291bb32923,s2596,湯瑪士和朋友：湯瑪士和皇家引擎,女王的邀請讓湯瑪士和船員前往倫敦，他們在穿梭延誤和波折的過程中，急忙趕往皇家慶典。
5d4a940185,s2597,女孩的所需,在尋找從未見過的父親的過程中，一位波西米亞風格的美國女性的女兒前往歐洲，發現她的父親是一位拘謹的政治人物。
9fda11917d,s2598,險情謊言,一名破產的看護意外地繼承了她的病人的財產，但她新發現的財富周圍卻充滿著黑暗的秘密，將她糾纏在欺騙和危險中。
515ed355dd,s2599,飄龍漂零,空中船隊Quin Zaza的船員們出發去狩獵龍，如果他們失敗的話，空腹將成為他們最不用擔心的問題之一。
e2865f75ec,s2600,天空之王,唯有奧雷利奧·卡西利亞斯才能填補巴勃羅·埃斯科巴的位置，成為墨西哥在90年代最大的毒品走私集團頭目。
48de991980,s2601,堅強的女巫,在一個小鎮撫養她的女兒，一位擁有魔法能力的迷人寡婦引起了一位懷疑論者大城市醫生的興趣和惱火。
9324165cc9,s2602,錦繡前程,富家子弟泰托決心要向心愛的宝拉證明自己。但當他告訴她自己是在貧窮中長大時，謊言開始失控。
916a0b288e,s2603,愛的森林：深刻的割傷,一位充滿魅力的騙子和一支有抱負的影片製作團隊，深入研究兩個情感受傷的女性生活時，一切都不像看起來的那樣。
2d2a8a9a5c,s2604,《受害者遊戲》,在發現與神秘謀殺案有關的疏遠女兒後，一名患有亞斯伯格症候群的法醫偵探冒著一切風險來解決案件。
3198cf07e4,s2605,一場秘密的戀愛,在變遷的時代中，兩個女人將他們幾十年的愛情保持秘密。但在晚年出櫃也會帶來一套屬於自己的挑戰。
0bfc1f35f0,s2606,酸蘋果,在土耳其東部的一個小鎮裡，追求者們敲打著市長和三個美麗女兒的家門，而這些女兒選擇走自己的路。
fb0c9f4f88,s2607,《校外活動》,一個模範的高中生身陷於嚴重犯罪世界，當一位同學對他的秘密感興趣時，他的雙重生活被打翻。
0160a042a3,s2608,戀愛戰爭,一對敬愛的夫妻決定測試他們婚姻的堅固程度，當他們互相競選州長職位時。
72c6b15567,s2609,謀殺與憐憫：辛托亞布朗的故事,16歲的辛托亞·布朗被判終身監禁後，對她的過去、生理和法律本身的疑問使她的罪行成為問題。
816e43de89,s2610,娜迪雅的美食時光,在這個烹飪節目中，Nadiya Hussain 為今天時間緊迫的家庭提供美味的簡易料理技巧、重要的食材和快速愛好美食。
b30ed8120a,s2611,拉吉庫馬爾納格路,一名在清奈掙扎著度日的男子陷入了一場謀生戀愛政治家的女兒的事件中，直到他被捲入一起謀殺案中。
9418d14231,s2612,跳舞家,在貧困與掙扎中，一位堅強的Pantsula舞蹈領袖進入黑暗的空間，在他的社區尋求救贖和拯救。
a1a1948516,s2613,百忍米爾,一位當地音樂家和他的樂團被迫為了慶祝右翼政變而表演，他的女兒策劃讓他們的音樂具有顛覆性。
026f5fe72e,s2614,一個印度父親,一位伊斯坦布爾的黑幫愛上了一位印度瑜伽教練，而她的被綁架使他展開了一場瘋狂的救援任務前往孟買。
9cc6c8f03d,s2615,無法翻譯此詞語，它可能是拼寫錯誤或是一個特定的名詞。可以提供更多上下文資訊嗎？,一名從前的守門員轉行成為球探，展開了一段顛覆傳統的冒險，為埃及足球俱樂部招募球員。
7b1896f732,s2616,楓樹,一位女族長和她的孫子每兩個月在家族野餐時建立了特別的連結，直到她的健康狀況引起親戚之間的衝突。
74619cdfae,s2617,姊妹的婚禮,當他嫉妒的妹妹密謀破壞他的訂婚時，一名年輕男子竭盡所能保護他的未婚妻不受她陰險的計謀影響。
99f9e911d1,s2618,伊斯坦堡的紅色,在返回伊斯坦布爾後，一名居住在外的作家編輯發現自己陷入一個錯綜複雜的人際關係網絡，因為他的電影製片朋友消失了。
853c571ba4,s2619,小商販,一位誠實的鎖匠為了償還已故父親欠下的龐大債務，不惜與黑幫交叉，同時遇到一名身陷困境的女子，並對她產生了情感。
4170bb2714,s2620,八億位元的憤怒,為了提升自己的生活，一名普通男子假扮律師，當突如其來的非凡能力讓他擁有了成功的才能。
de3ea72e49,s2621,快樂人生,在煩惱重重且處於文化交織之間的情況下，瑞莎接受了一份賣場聖誕老人的工作，發現現實生活或許並沒有跟虛構的生活有多大差別。
dd615bf143,s2622,組織犯罪,一個幫派頭目招攬一名自殺式超人模仿者，同時一名開著熱車的女性與這個幫派和他們的英雄密切相關，計劃對他們進行報復。
89d417447f,s2623,信靠者,當一個小鎮遭受經濟崩潰時，社會動盪迫使一個家庭尋求避難之地，因為惡毒的歹徒威脅著他們的生存。
7c05d79e8b,s2624,播放完這一刻後，我們將會回來。,一名計程車司機在與岳父爭奪監護權時，他的兒子卻被綁架，之後司機失去了記憶。
6fc4e7de4a,s2625,五福星,為了讓樂團繼續存在，塞利試著在黑幫的女兒生日派對上賺些錢，直到他被綁架。
9e73505a7e,s2626,愛情今昔話,當現代夫妻的職業抱負與個人感情發生衝突時，一段過去年代的愛情故事可能提供一些智慧。
bd91af1fad,s2627,電梯男孩,當一個懶惰的年輕人取代他父親成為高檔住宅大樓的電梯操作員時，他原本視為卑微的工作很快就有了新的意義。
22d6218900,s2628,冠狀病毒專題解析,2020年，世界改變了。這個時事專題系列探討了新冠病毒大流行，為了對抗病毒所做出的努力，以及應對其對心理健康造成的影響的方法。
9d8b013554,s2629,最後的王國,在阿爾弗雷德大帝抵禦來自挪威的入侵者的同時，烏特雷德-出生為撒克遜人但在維京人的撫養下長大-試圖爭取他的祖傳權利。
35dc19c8eb,s2630,比希馬,厭倦單身的一名機智的梗圖創作者，突然被任命為心愛女孩所在工作地點的CEO，有了機會向她證明自己。
019b4ab711,s2631,苦樂交織,一位攝影師在海外生活了20年後，回到他的出生地埃及，卻因為缺乏身分證件而滯留在這個現在變得陌生的文化中。
09480a7cb4,s2632,我的秘密浪漫,一名營養師與她的新財閥老闆陷入一連串的誤會中，原來這位老闆是她過去曾經發生過關係的人。
16effbbf49,s2633,迷失的家：鮑勃·狄倫,本紀錄片採用珍貴的音樂會片段和傳奇音樂家的訪談，追溯鮑勃·迪倫的生平故事和非凡事業。
4129bc1c54,s2634,她讓我成為罪犯,為了從她富有但吝嗇的父親那裡拿到信託基金，一名女子招募一名天真的年輕男子幫助假扮自己被綁架。
4275cd6f28,s2635,藝術家,這部獲得五項奧斯卡獎的黑白無聲電影，講述了一位無聲時代傳奇明星走下坡路和一位新興女明星之間的浪漫故事。
37c2950b96,s2636,魔鬼商人,被距離和環境分隔的兩個宿敵在毒品交易的危險意外地把他們聚在一起。
34c4354a9c,s2637,國際球員,一位地方球會的足球運動員渴望加入職業聯盟，最後得到機會成為職業球員，帶領他的球隊奮力向勝利邁進。
4fbee96942,s2638,承諾,在他強大的犯罪大亨老闆殺死他所認為的導師時，一名年輕的 gangster 為了報仇而發動戰爭。
7092bea194,s2639,一千個祝福,在他的婚禮當天，一位傲慢、貪婪的會計師經歷了一連串的災禍，而這些災難不斷地重複，讓他一再重複過著同樣的一天。
1851072cda,s2640,開羅風暴,一群女性離開科威特前往開羅上大學，在個人旅程中充滿浪漫和自我探索。
ab4d915171,s2641,人生快感,一位報社作家在努力接受妻子的死亡後，採取了一種粗魯的新形象，試圖擺脫那些想要幫助他的人。
db22a1d4fb,s2642,夢工廠恐怖故事：第2集,《史瑞克》角色模仿音樂錄影帶《驚悚》；B.O.B. 和朋友們對抗殭屍胡蘿蔔；還有《超能大師》面臨《滅亡按鈕》的後果。
f4d09e19d1,s2643,殘酷時刻,一個語言和聽覺障礙的豪宅女世家繼承人，在一名戴著面罩的入侵者決心殺她時，必須依賴基本直覺。
ad1a8d773e,s2644,相愛101,在試圖讓他們的老師愛上一位籃球教練的過程中，四個不合群的學生和一個模範生發現了友情、愛情，以及做自己的勇氣。
fe9f12ea98,s2645,誠摯的，卡南吉爾 上。,重溫青少年時期寫給未來自己的一封信中設定的人生目標，喜劇演員Kanan Gill 回顧自己是否達到了自己的期望。
8c3cdf8602,s2646,攻殼機動隊: SAC_2045,在全球金融危機過後，世界陷入了由人工智慧驅動的「可持續戰爭」。第九分部負責對抗新形式的網路威脅。
c0354d08ce,s2647,我的愚蠢老闆,搬到吉隆坡後，黛安娜在一家鐵工廠找到了一份秘書的工作，這家工廠是她丈夫的老大學朋友所有的，可能是世界上最糟糕的老闆。
f5e94bc840,s2648,我的蠢老闆2,在驅使許多員工離開後，老闆和他那三位忍氣吞聲的員工試著在越南找到廉價勞工，卻遇上麻煩。
3c6bc43296,s2649,《花之房》,在這部黑色喜劇中，一位富有的女族長在她丈夫的情婦揭露了他們骯髒的秘密後，試圖維持她家族完美外表。
